# Region type : patch inlet
# Faces  :      1347
# Area   :      1.67632194e-04
# Time          	sum(phi)
0.052216        	-1.26677939e-04
0.05222         	-1.26677815e-04
0.052224        	-1.26677689e-04
0.052228        	-1.26677561e-04
0.052232        	-1.26677430e-04
0.052236        	-1.26677295e-04
0.05224         	-1.26677154e-04
0.052244        	-1.26677008e-04
0.052248        	-1.26676857e-04
0.052252        	-1.26676702e-04
0.052256        	-1.26676542e-04
0.05226         	-1.26676378e-04
0.052264        	-1.26676210e-04
0.052268        	-1.26676040e-04
0.052272        	-1.26675866e-04
0.052276        	-1.26675689e-04
0.05228         	-1.26675511e-04
0.052284        	-1.26675331e-04
0.052288        	-1.26675150e-04
0.052292        	-1.26674967e-04
0.052296        	-1.26674783e-04
0.0523          	-1.26674600e-04
0.052304        	-1.26674416e-04
0.052308        	-1.26674232e-04
0.052312        	-1.26674048e-04
0.052316        	-1.26673864e-04
0.05232         	-1.26673680e-04
0.052324        	-1.26673497e-04
0.052328        	-1.26673314e-04
0.052332        	-1.26673133e-04
0.052336        	-1.26672953e-04
0.05234         	-1.26672775e-04
0.052344        	-1.26672599e-04
0.052348        	-1.26672424e-04
0.052352        	-1.26672252e-04
0.052356        	-1.26672082e-04
0.05236         	-1.26671913e-04
0.052364        	-1.26671747e-04
0.052368        	-1.26671583e-04
0.052372        	-1.26671421e-04
0.052376        	-1.26671262e-04
0.05238         	-1.26671107e-04
0.052384        	-1.26670955e-04
0.052388        	-1.26670807e-04
0.052392        	-1.26670660e-04
0.052396        	-1.26670516e-04
0.0524          	-1.26670375e-04
0.052404        	-1.26670238e-04
0.052408        	-1.26670104e-04
0.052412        	-1.26669975e-04
0.052416        	-1.26669850e-04
0.05242         	-1.26669729e-04
0.052424        	-1.26669612e-04
0.052428        	-1.26669499e-04
0.052432        	-1.26669389e-04
0.052436        	-1.26669283e-04
0.05244         	-1.26669179e-04
0.052444        	-1.26669078e-04
0.052448        	-1.26668978e-04
0.052452        	-1.26668878e-04
0.052456        	-1.26668780e-04
0.05246         	-1.26668682e-04
0.052464        	-1.26668584e-04
0.052468        	-1.26668486e-04
0.052472        	-1.26668387e-04
0.052476        	-1.26668287e-04
0.05248         	-1.26668185e-04
0.052484        	-1.26668080e-04
0.052488        	-1.26667972e-04
0.052492        	-1.26667862e-04
0.052496        	-1.26667749e-04
0.0525          	-1.26667633e-04
0.052504        	-1.26667514e-04
0.052508        	-1.26667392e-04
0.052512        	-1.26667267e-04
0.052516        	-1.26667138e-04
0.05252         	-1.26667007e-04
0.052524        	-1.26666873e-04
0.052528        	-1.26666737e-04
0.052532        	-1.26666600e-04
0.052536        	-1.26666461e-04
0.05254         	-1.26666320e-04
0.052544        	-1.26666177e-04
0.052548        	-1.26666033e-04
0.052552        	-1.26665889e-04
0.052556        	-1.26665745e-04
0.05256         	-1.26665601e-04
0.052564        	-1.26665459e-04
0.052568        	-1.26665318e-04
0.052572        	-1.26665180e-04
0.052576        	-1.26665043e-04
0.05258         	-1.26664910e-04
0.052584        	-1.26664779e-04
0.052588        	-1.26664652e-04
0.052592        	-1.26664528e-04
0.052596        	-1.26664407e-04
0.0526          	-1.26664287e-04
0.052604        	-1.26664171e-04
0.052608        	-1.26664057e-04
0.052612        	-1.26663946e-04
0.052616        	-1.26663837e-04
0.05262         	-1.26663731e-04
0.052624        	-1.26663627e-04
0.052628        	-1.26663525e-04
0.052632        	-1.26663426e-04
0.052636        	-1.26663329e-04
0.05264         	-1.26663235e-04
0.052644        	-1.26663142e-04
0.052648        	-1.26663053e-04
0.052652        	-1.26662965e-04
0.052656        	-1.26662881e-04
0.05266         	-1.26662799e-04
0.052664        	-1.26662718e-04
0.052668        	-1.26662640e-04
0.052672        	-1.26662562e-04
0.052676        	-1.26662485e-04
0.05268         	-1.26662410e-04
0.052684        	-1.26662337e-04
0.052688        	-1.26662265e-04
0.052692        	-1.26662196e-04
0.052696        	-1.26662128e-04
0.0527          	-1.26662064e-04
0.052704        	-1.26662002e-04
0.052708        	-1.26661942e-04
0.052712        	-1.26661884e-04
0.052716        	-1.26661828e-04
0.05272         	-1.26661774e-04
0.052724        	-1.26661723e-04
0.052728        	-1.26661674e-04
0.052732        	-1.26661627e-04
0.052736        	-1.26661582e-04
0.05274         	-1.26661538e-04
0.052744        	-1.26661495e-04
0.052748        	-1.26661453e-04
0.052752        	-1.26661412e-04
0.052756        	-1.26661371e-04
0.05276         	-1.26661329e-04
0.052764        	-1.26661287e-04
0.052768        	-1.26661244e-04
0.052772        	-1.26661200e-04
0.052776        	-1.26661154e-04
0.05278         	-1.26661106e-04
0.052784        	-1.26661056e-04
0.052788        	-1.26661003e-04
0.052792        	-1.26660947e-04
0.052796        	-1.26660887e-04
0.0528          	-1.26660822e-04
0.052804        	-1.26660753e-04
0.052808        	-1.26660678e-04
0.052812        	-1.26660597e-04
0.052816        	-1.26660510e-04
0.05282         	-1.26660416e-04
0.052824        	-1.26660317e-04
0.052828        	-1.26660210e-04
0.052832        	-1.26660097e-04
0.052836        	-1.26659979e-04
0.05284         	-1.26659854e-04
0.052844        	-1.26659725e-04
0.052848        	-1.26659591e-04
0.052852        	-1.26659454e-04
0.052856        	-1.26659314e-04
0.05286         	-1.26659170e-04
0.052864        	-1.26659024e-04
0.052868        	-1.26658874e-04
0.052872        	-1.26658722e-04
0.052876        	-1.26658567e-04
0.05288         	-1.26658410e-04
0.052884        	-1.26658251e-04
0.052888        	-1.26658090e-04
0.052892        	-1.26657928e-04
0.052896        	-1.26657765e-04
0.0529          	-1.26657603e-04
0.052904        	-1.26657441e-04
0.052908        	-1.26657281e-04
0.052912        	-1.26657122e-04
0.052916        	-1.26656966e-04
0.05292         	-1.26656812e-04
0.052924        	-1.26656660e-04
0.052928        	-1.26656510e-04
0.052932        	-1.26656363e-04
0.052936        	-1.26656218e-04
0.05294         	-1.26656076e-04
0.052944        	-1.26655935e-04
0.052948        	-1.26655795e-04
0.052952        	-1.26655656e-04
0.052956        	-1.26655518e-04
0.05296         	-1.26655381e-04
0.052964        	-1.26655243e-04
0.052968        	-1.26655105e-04
0.052972        	-1.26654967e-04
0.052976        	-1.26654829e-04
0.05298         	-1.26654691e-04
0.052984        	-1.26654553e-04
0.052988        	-1.26654416e-04
0.052992        	-1.26654279e-04
0.052996        	-1.26654143e-04
0.053           	-1.26654009e-04
0.053004        	-1.26653875e-04
0.053008        	-1.26653742e-04
0.053012        	-1.26653611e-04
0.053016        	-1.26653481e-04
0.05302         	-1.26653352e-04
0.053024        	-1.26653224e-04
0.053028        	-1.26653097e-04
0.053032        	-1.26652971e-04
0.053036        	-1.26652846e-04
0.05304         	-1.26652722e-04
0.053044        	-1.26652597e-04
0.053048        	-1.26652473e-04
0.053052        	-1.26652348e-04
0.053056        	-1.26652222e-04
0.05306         	-1.26652094e-04
0.053064        	-1.26651966e-04
0.053068        	-1.26651837e-04
0.053072        	-1.26651707e-04
0.053076        	-1.26651576e-04
0.05308         	-1.26651443e-04
0.053084        	-1.26651308e-04
0.053088        	-1.26651172e-04
0.053092        	-1.26651035e-04
0.053096        	-1.26650895e-04
0.0531          	-1.26650754e-04
0.053104        	-1.26650611e-04
0.053108        	-1.26650467e-04
0.053112        	-1.26650323e-04
0.053116        	-1.26650177e-04
0.05312         	-1.26650032e-04
0.053124        	-1.26649888e-04
0.053128        	-1.26649743e-04
0.053132        	-1.26649599e-04
0.053136        	-1.26649456e-04
0.05314         	-1.26649314e-04
0.053144        	-1.26649172e-04
0.053148        	-1.26649031e-04
0.053152        	-1.26648890e-04
0.053156        	-1.26648750e-04
0.05316         	-1.26648610e-04
0.053164        	-1.26648470e-04
0.053168        	-1.26648329e-04
0.053172        	-1.26648189e-04
0.053176        	-1.26648048e-04
0.05318         	-1.26647906e-04
0.053184        	-1.26647765e-04
0.053188        	-1.26647625e-04
0.053192        	-1.26647484e-04
0.053196        	-1.26647345e-04
0.0532          	-1.26647207e-04
0.053204        	-1.26647070e-04
0.053208        	-1.26646934e-04
0.053212        	-1.26646800e-04
0.053216        	-1.26646668e-04
0.05322         	-1.26646536e-04
0.053224        	-1.26646403e-04
0.053228        	-1.26646271e-04
0.053232        	-1.26646139e-04
0.053236        	-1.26646006e-04
0.05324         	-1.26645872e-04
0.053244        	-1.26645737e-04
0.053248        	-1.26645601e-04
0.053252        	-1.26645464e-04
0.053256        	-1.26645327e-04
0.05326         	-1.26645189e-04
0.053264        	-1.26645051e-04
0.053268        	-1.26644912e-04
0.053272        	-1.26644773e-04
0.053276        	-1.26644634e-04
0.05328         	-1.26644497e-04
0.053284        	-1.26644360e-04
0.053288        	-1.26644224e-04
0.053292        	-1.26644089e-04
0.053296        	-1.26643955e-04
0.0533          	-1.26643823e-04
0.053304        	-1.26643693e-04
0.053308        	-1.26643565e-04
0.053312        	-1.26643439e-04
0.053316        	-1.26643316e-04
0.05332         	-1.26643196e-04
0.053324        	-1.26643078e-04
0.053328        	-1.26642964e-04
0.053332        	-1.26642852e-04
0.053336        	-1.26642744e-04
0.05334         	-1.26642639e-04
0.053344        	-1.26642538e-04
0.053348        	-1.26642440e-04
0.053352        	-1.26642345e-04
0.053356        	-1.26642253e-04
0.05336         	-1.26642165e-04
0.053364        	-1.26642079e-04
0.053368        	-1.26641995e-04
0.053372        	-1.26641913e-04
0.053376        	-1.26641833e-04
0.05338         	-1.26641754e-04
0.053384        	-1.26641676e-04
0.053388        	-1.26641599e-04
0.053392        	-1.26641523e-04
0.053396        	-1.26641448e-04
0.0534          	-1.26641373e-04
0.053404        	-1.26641298e-04
0.053408        	-1.26641223e-04
0.053412        	-1.26641147e-04
0.053416        	-1.26641072e-04
0.05342         	-1.26640996e-04
0.053424        	-1.26640919e-04
0.053428        	-1.26640842e-04
0.053432        	-1.26640764e-04
0.053436        	-1.26640685e-04
0.05344         	-1.26640606e-04
0.053444        	-1.26640527e-04
0.053448        	-1.26640447e-04
0.053452        	-1.26640368e-04
0.053456        	-1.26640287e-04
0.05346         	-1.26640207e-04
0.053464        	-1.26640127e-04
0.053468        	-1.26640048e-04
0.053472        	-1.26639969e-04
0.053476        	-1.26639890e-04
0.05348         	-1.26639811e-04
0.053484        	-1.26639734e-04
0.053488        	-1.26639657e-04
0.053492        	-1.26639582e-04
0.053496        	-1.26639509e-04
0.0535          	-1.26639436e-04
0.053504        	-1.26639365e-04
0.053508        	-1.26639295e-04
0.053512        	-1.26639224e-04
0.053516        	-1.26639154e-04
0.05352         	-1.26639084e-04
0.053524        	-1.26639014e-04
0.053528        	-1.26638944e-04
0.053532        	-1.26638874e-04
0.053536        	-1.26638803e-04
0.05354         	-1.26638731e-04
0.053544        	-1.26638658e-04
0.053548        	-1.26638582e-04
0.053552        	-1.26638505e-04
0.053556        	-1.26638426e-04
0.05356         	-1.26638345e-04
0.053564        	-1.26638262e-04
0.053568        	-1.26638176e-04
0.053572        	-1.26638088e-04
0.053576        	-1.26637998e-04
0.05358         	-1.26637905e-04
0.053584        	-1.26637809e-04
0.053588        	-1.26637710e-04
0.053592        	-1.26637607e-04
0.053596        	-1.26637500e-04
0.0536          	-1.26637389e-04
0.053604        	-1.26637275e-04
0.053608        	-1.26637157e-04
0.053612        	-1.26637037e-04
0.053616        	-1.26636914e-04
0.05362         	-1.26636791e-04
0.053624        	-1.26636665e-04
0.053628        	-1.26636539e-04
0.053632        	-1.26636411e-04
0.053636        	-1.26636284e-04
0.05364         	-1.26636158e-04
0.053644        	-1.26636033e-04
0.053648        	-1.26635909e-04
0.053652        	-1.26635787e-04
0.053656        	-1.26635668e-04
0.05366         	-1.26635552e-04
0.053664        	-1.26635438e-04
0.053668        	-1.26635328e-04
0.053672        	-1.26635220e-04
0.053676        	-1.26635116e-04
0.05368         	-1.26635015e-04
0.053684        	-1.26634917e-04
0.053688        	-1.26634822e-04
0.053692        	-1.26634729e-04
0.053696        	-1.26634640e-04
0.0537          	-1.26634554e-04
0.053704        	-1.26634471e-04
0.053708        	-1.26634388e-04
0.053712        	-1.26634308e-04
0.053716        	-1.26634229e-04
0.05372         	-1.26634150e-04
0.053724        	-1.26634072e-04
0.053728        	-1.26633995e-04
0.053732        	-1.26633917e-04
0.053736        	-1.26633839e-04
0.05374         	-1.26633760e-04
0.053744        	-1.26633681e-04
0.053748        	-1.26633599e-04
0.053752        	-1.26633515e-04
0.053756        	-1.26633428e-04
0.05376         	-1.26633338e-04
0.053764        	-1.26633244e-04
0.053768        	-1.26633147e-04
0.053772        	-1.26633045e-04
0.053776        	-1.26632939e-04
0.05378         	-1.26632828e-04
0.053784        	-1.26632712e-04
0.053788        	-1.26632592e-04
0.053792        	-1.26632467e-04
0.053796        	-1.26632337e-04
0.0538          	-1.26632204e-04
0.053804        	-1.26632066e-04
0.053808        	-1.26631927e-04
0.053812        	-1.26631784e-04
0.053816        	-1.26631640e-04
0.05382         	-1.26631495e-04
0.053824        	-1.26631348e-04
0.053828        	-1.26631200e-04
0.053832        	-1.26631051e-04
0.053836        	-1.26630899e-04
0.05384         	-1.26630746e-04
0.053844        	-1.26630590e-04
0.053848        	-1.26630433e-04
0.053852        	-1.26630275e-04
0.053856        	-1.26630117e-04
0.05386         	-1.26629959e-04
0.053864        	-1.26629801e-04
0.053868        	-1.26629644e-04
0.053872        	-1.26629487e-04
0.053876        	-1.26629331e-04
0.05388         	-1.26629174e-04
0.053884        	-1.26629017e-04
0.053888        	-1.26628859e-04
0.053892        	-1.26628699e-04
0.053896        	-1.26628536e-04
0.0539          	-1.26628370e-04
0.053904        	-1.26628201e-04
0.053908        	-1.26628028e-04
0.053912        	-1.26627850e-04
0.053916        	-1.26627667e-04
0.05392         	-1.26627479e-04
0.053924        	-1.26627286e-04
0.053928        	-1.26627089e-04
0.053932        	-1.26626888e-04
0.053936        	-1.26626684e-04
0.05394         	-1.26626477e-04
0.053944        	-1.26626268e-04
0.053948        	-1.26626056e-04
0.053952        	-1.26625843e-04
0.053956        	-1.26625628e-04
0.05396         	-1.26625412e-04
0.053964        	-1.26625194e-04
0.053968        	-1.26624975e-04
0.053972        	-1.26624755e-04
0.053976        	-1.26624536e-04
0.05398         	-1.26624319e-04
0.053984        	-1.26624105e-04
0.053988        	-1.26623893e-04
0.053992        	-1.26623685e-04
0.053996        	-1.26623480e-04
0.054           	-1.26623277e-04
0.054004        	-1.26623077e-04
0.054008        	-1.26622875e-04
0.054012        	-1.26622674e-04
0.054016        	-1.26622473e-04
0.05402         	-1.26622274e-04
0.054024        	-1.26622076e-04
0.054028        	-1.26621879e-04
0.054032        	-1.26621684e-04
0.054036        	-1.26621492e-04
0.05404         	-1.26621300e-04
0.054044        	-1.26621110e-04
0.054048        	-1.26620921e-04
0.054052        	-1.26620732e-04
0.054056        	-1.26620544e-04
0.05406         	-1.26620357e-04
0.054064        	-1.26620170e-04
0.054068        	-1.26619983e-04
0.054072        	-1.26619796e-04
0.054076        	-1.26619607e-04
0.05408         	-1.26619417e-04
0.054084        	-1.26619225e-04
0.054088        	-1.26619030e-04
0.054092        	-1.26618833e-04
0.054096        	-1.26618634e-04
0.0541          	-1.26618435e-04
0.054104        	-1.26618237e-04
0.054108        	-1.26618041e-04
0.054112        	-1.26617849e-04
0.054116        	-1.26617662e-04
0.05412         	-1.26617480e-04
0.054124        	-1.26617303e-04
0.054128        	-1.26617131e-04
0.054132        	-1.26616964e-04
0.054136        	-1.26616803e-04
0.05414         	-1.26616646e-04
0.054144        	-1.26616495e-04
0.054148        	-1.26616350e-04
0.054152        	-1.26616212e-04
0.054156        	-1.26616083e-04
0.05416         	-1.26615963e-04
0.054164        	-1.26615852e-04
0.054168        	-1.26615752e-04
0.054172        	-1.26615659e-04
0.054176        	-1.26615574e-04
0.05418         	-1.26615492e-04
0.054184        	-1.26615413e-04
0.054188        	-1.26615334e-04
0.054192        	-1.26615251e-04
0.054196        	-1.26615165e-04
0.0542          	-1.26615071e-04
0.054204        	-1.26614968e-04
0.054208        	-1.26614852e-04
0.054212        	-1.26614721e-04
0.054216        	-1.26614576e-04
0.05422         	-1.26614415e-04
0.054224        	-1.26614239e-04
0.054228        	-1.26614048e-04
0.054232        	-1.26613841e-04
0.054236        	-1.26613620e-04
0.05424         	-1.26613385e-04
0.054244        	-1.26613136e-04
0.054248        	-1.26612876e-04
0.054252        	-1.26612606e-04
0.054256        	-1.26612327e-04
0.05426         	-1.26612043e-04
0.054264        	-1.26611755e-04
0.054268        	-1.26611466e-04
0.054272        	-1.26611180e-04
0.054276        	-1.26610895e-04
0.05428         	-1.26610614e-04
0.054284        	-1.26610336e-04
0.054288        	-1.26610061e-04
0.054292        	-1.26609787e-04
0.054296        	-1.26609515e-04
0.0543          	-1.26609244e-04
0.054304        	-1.26608975e-04
0.054308        	-1.26608709e-04
0.054312        	-1.26608447e-04
0.054316        	-1.26608187e-04
0.05432         	-1.26607929e-04
0.054324        	-1.26607674e-04
0.054328        	-1.26607421e-04
0.054332        	-1.26607171e-04
0.054336        	-1.26606925e-04
0.05434         	-1.26606681e-04
0.054344        	-1.26606442e-04
0.054348        	-1.26606209e-04
0.054352        	-1.26605983e-04
0.054356        	-1.26605764e-04
0.05436         	-1.26605555e-04
0.054364        	-1.26605354e-04
0.054368        	-1.26605162e-04
0.054372        	-1.26604978e-04
0.054376        	-1.26604804e-04
0.05438         	-1.26604638e-04
0.054384        	-1.26604480e-04
0.054388        	-1.26604330e-04
0.054392        	-1.26604187e-04
0.054396        	-1.26604049e-04
0.0544          	-1.26603916e-04
0.054404        	-1.26603786e-04
0.054408        	-1.26603660e-04
0.054412        	-1.26603535e-04
0.054416        	-1.26603413e-04
0.05442         	-1.26603294e-04
0.054424        	-1.26603179e-04
0.054428        	-1.26603067e-04
0.054432        	-1.26602961e-04
0.054436        	-1.26602859e-04
0.05444         	-1.26602760e-04
0.054444        	-1.26602666e-04
0.054448        	-1.26602577e-04
0.054452        	-1.26602492e-04
0.054456        	-1.26602409e-04
0.05446         	-1.26602330e-04
0.054464        	-1.26602253e-04
0.054468        	-1.26602178e-04
0.054472        	-1.26602107e-04
0.054476        	-1.26602041e-04
0.05448         	-1.26601980e-04
0.054484        	-1.26601924e-04
0.054488        	-1.26601875e-04
0.054492        	-1.26601830e-04
0.054496        	-1.26601788e-04
0.0545          	-1.26601743e-04
0.054504        	-1.26601691e-04
0.054508        	-1.26601631e-04
0.054512        	-1.26601557e-04
0.054516        	-1.26601470e-04
0.05452         	-1.26601368e-04
0.054524        	-1.26601251e-04
0.054528        	-1.26601121e-04
0.054532        	-1.26600977e-04
0.054536        	-1.26600818e-04
0.05454         	-1.26600644e-04
0.054544        	-1.26600456e-04
0.054548        	-1.26600253e-04
0.054552        	-1.26600036e-04
0.054556        	-1.26599806e-04
0.05456         	-1.26599567e-04
0.054564        	-1.26599318e-04
0.054568        	-1.26599060e-04
0.054572        	-1.26598795e-04
0.054576        	-1.26598526e-04
0.05458         	-1.26598253e-04
0.054584        	-1.26597980e-04
0.054588        	-1.26597708e-04
0.054592        	-1.26597437e-04
0.054596        	-1.26597170e-04
0.0546          	-1.26596908e-04
0.054604        	-1.26596652e-04
0.054608        	-1.26596402e-04
0.054612        	-1.26596158e-04
0.054616        	-1.26595920e-04
0.05462         	-1.26595687e-04
0.054624        	-1.26595461e-04
0.054628        	-1.26595241e-04
0.054632        	-1.26595028e-04
0.054636        	-1.26594821e-04
0.05464         	-1.26594620e-04
0.054644        	-1.26594426e-04
0.054648        	-1.26594238e-04
0.054652        	-1.26594058e-04
0.054656        	-1.26593886e-04
0.05466         	-1.26593721e-04
0.054664        	-1.26593565e-04
0.054668        	-1.26593418e-04
0.054672        	-1.26593281e-04
0.054676        	-1.26593155e-04
0.05468         	-1.26593040e-04
0.054684        	-1.26592936e-04
0.054688        	-1.26592843e-04
0.054692        	-1.26592760e-04
0.054696        	-1.26592685e-04
0.0547          	-1.26592619e-04
0.054704        	-1.26592559e-04
0.054708        	-1.26592505e-04
0.054712        	-1.26592454e-04
0.054716        	-1.26592407e-04
0.05472         	-1.26592362e-04
0.054724        	-1.26592319e-04
0.054728        	-1.26592279e-04
0.054732        	-1.26592241e-04
0.054736        	-1.26592205e-04
0.05474         	-1.26592170e-04
0.054744        	-1.26592137e-04
0.054748        	-1.26592106e-04
0.054752        	-1.26592077e-04
0.054756        	-1.26592050e-04
0.05476         	-1.26592026e-04
0.054764        	-1.26592004e-04
0.054768        	-1.26591987e-04
0.054772        	-1.26591974e-04
0.054776        	-1.26591965e-04
0.05478         	-1.26591962e-04
0.054784        	-1.26591963e-04
0.054788        	-1.26591968e-04
0.054792        	-1.26591978e-04
0.054796        	-1.26591993e-04
0.0548          	-1.26592014e-04
0.054804        	-1.26592041e-04
0.054808        	-1.26592074e-04
0.054812        	-1.26592114e-04
0.054816        	-1.26592160e-04
0.05482         	-1.26592211e-04
0.054824        	-1.26592268e-04
0.054828        	-1.26592329e-04
0.054832        	-1.26592394e-04
0.054836        	-1.26592462e-04
0.05484         	-1.26592532e-04
0.054844        	-1.26592602e-04
0.054848        	-1.26592672e-04
0.054852        	-1.26592738e-04
0.054856        	-1.26592800e-04
0.05486         	-1.26592858e-04
0.054864        	-1.26592909e-04
0.054868        	-1.26592953e-04
0.054872        	-1.26592990e-04
0.054876        	-1.26593019e-04
0.05488         	-1.26593041e-04
0.054884        	-1.26593054e-04
0.054888        	-1.26593059e-04
0.054892        	-1.26593057e-04
0.054896        	-1.26593050e-04
0.0549          	-1.26593039e-04
0.054904        	-1.26593025e-04
0.054908        	-1.26593011e-04
0.054912        	-1.26592997e-04
0.054916        	-1.26592985e-04
0.05492         	-1.26592975e-04
0.054924        	-1.26592970e-04
0.054928        	-1.26592969e-04
0.054932        	-1.26592974e-04
0.054936        	-1.26592984e-04
0.05494         	-1.26593000e-04
0.054944        	-1.26593021e-04
0.054948        	-1.26593047e-04
0.054952        	-1.26593079e-04
0.054956        	-1.26593116e-04
0.05496         	-1.26593157e-04
0.054964        	-1.26593204e-04
0.054968        	-1.26593256e-04
0.054972        	-1.26593313e-04
0.054976        	-1.26593375e-04
0.05498         	-1.26593442e-04
0.054984        	-1.26593512e-04
0.054988        	-1.26593587e-04
0.054992        	-1.26593665e-04
0.054996        	-1.26593747e-04
0.055           	-1.26593833e-04
0.055004        	-1.26593922e-04
0.055008        	-1.26594014e-04
0.055012        	-1.26594109e-04
0.055016        	-1.26594208e-04
0.05502         	-1.26594309e-04
0.055024        	-1.26594413e-04
0.055028        	-1.26594519e-04
0.055032        	-1.26594627e-04
0.055036        	-1.26594737e-04
0.05504         	-1.26594850e-04
0.055044        	-1.26594966e-04
0.055048        	-1.26595086e-04
0.055052        	-1.26595210e-04
0.055056        	-1.26595337e-04
0.05506         	-1.26595467e-04
0.055064        	-1.26595599e-04
0.055068        	-1.26595734e-04
0.055072        	-1.26595868e-04
0.055076        	-1.26596003e-04
0.05508         	-1.26596138e-04
0.055084        	-1.26596273e-04
0.055088        	-1.26596408e-04
0.055092        	-1.26596544e-04
0.055096        	-1.26596679e-04
0.0551          	-1.26596816e-04
0.055104        	-1.26596954e-04
0.055108        	-1.26597094e-04
0.055112        	-1.26597235e-04
0.055116        	-1.26597379e-04
0.05512         	-1.26597526e-04
0.055124        	-1.26597676e-04
0.055128        	-1.26597829e-04
0.055132        	-1.26597985e-04
0.055136        	-1.26598146e-04
0.05514         	-1.26598309e-04
0.055144        	-1.26598476e-04
0.055148        	-1.26598645e-04
0.055152        	-1.26598815e-04
0.055156        	-1.26598986e-04
0.05516         	-1.26599157e-04
0.055164        	-1.26599325e-04
0.055168        	-1.26599489e-04
0.055172        	-1.26599650e-04
0.055176        	-1.26599806e-04
0.05518         	-1.26599958e-04
0.055184        	-1.26600104e-04
0.055188        	-1.26600247e-04
0.055192        	-1.26600384e-04
0.055196        	-1.26600514e-04
0.0552          	-1.26600638e-04
0.055204        	-1.26600754e-04
0.055208        	-1.26600862e-04
0.055212        	-1.26600962e-04
0.055216        	-1.26601053e-04
0.05522         	-1.26601134e-04
0.055224        	-1.26601207e-04
0.055228        	-1.26601271e-04
0.055232        	-1.26601330e-04
0.055236        	-1.26601384e-04
0.05524         	-1.26601434e-04
0.055244        	-1.26601482e-04
0.055248        	-1.26601529e-04
0.055252        	-1.26601576e-04
0.055256        	-1.26601624e-04
0.05526         	-1.26601674e-04
0.055264        	-1.26601727e-04
0.055268        	-1.26601780e-04
0.055272        	-1.26601835e-04
0.055276        	-1.26601890e-04
0.05528         	-1.26601945e-04
0.055284        	-1.26602000e-04
0.055288        	-1.26602055e-04
0.055292        	-1.26602108e-04
0.055296        	-1.26602160e-04
0.0553          	-1.26602209e-04
0.055304        	-1.26602257e-04
0.055308        	-1.26602302e-04
0.055312        	-1.26602346e-04
0.055316        	-1.26602389e-04
0.05532         	-1.26602430e-04
0.055324        	-1.26602470e-04
0.055328        	-1.26602508e-04
0.055332        	-1.26602546e-04
0.055336        	-1.26602583e-04
0.05534         	-1.26602621e-04
0.055344        	-1.26602661e-04
0.055348        	-1.26602702e-04
0.055352        	-1.26602745e-04
0.055356        	-1.26602791e-04
0.05536         	-1.26602838e-04
0.055364        	-1.26602886e-04
0.055368        	-1.26602935e-04
0.055372        	-1.26602985e-04
0.055376        	-1.26603036e-04
0.05538         	-1.26603087e-04
0.055384        	-1.26603140e-04
0.055388        	-1.26603194e-04
0.055392        	-1.26603249e-04
0.055396        	-1.26603304e-04
0.0554          	-1.26603358e-04
0.055404        	-1.26603413e-04
0.055408        	-1.26603468e-04
0.055412        	-1.26603524e-04
0.055416        	-1.26603582e-04
0.05542         	-1.26603641e-04
0.055424        	-1.26603705e-04
0.055428        	-1.26603772e-04
0.055432        	-1.26603844e-04
0.055436        	-1.26603920e-04
0.05544         	-1.26604002e-04
0.055444        	-1.26604088e-04
0.055448        	-1.26604180e-04
0.055452        	-1.26604278e-04
0.055456        	-1.26604384e-04
0.05546         	-1.26604497e-04
0.055464        	-1.26604618e-04
0.055468        	-1.26604747e-04
0.055472        	-1.26604883e-04
0.055476        	-1.26605025e-04
0.05548         	-1.26605175e-04
0.055484        	-1.26605329e-04
0.055488        	-1.26605487e-04
0.055492        	-1.26605648e-04
0.055496        	-1.26605810e-04
0.0555          	-1.26605972e-04
0.055504        	-1.26606134e-04
0.055508        	-1.26606294e-04
0.055512        	-1.26606452e-04
0.055516        	-1.26606607e-04
0.05552         	-1.26606758e-04
0.055524        	-1.26606904e-04
0.055528        	-1.26607042e-04
0.055532        	-1.26607173e-04
0.055536        	-1.26607294e-04
0.05554         	-1.26607406e-04
0.055544        	-1.26607508e-04
0.055548        	-1.26607601e-04
0.055552        	-1.26607686e-04
0.055556        	-1.26607763e-04
0.05556         	-1.26607834e-04
0.055564        	-1.26607901e-04
0.055568        	-1.26607964e-04
0.055572        	-1.26608025e-04
0.055576        	-1.26608084e-04
0.05558         	-1.26608142e-04
0.055584        	-1.26608200e-04
0.055588        	-1.26608259e-04
0.055592        	-1.26608319e-04
0.055596        	-1.26608380e-04
0.0556          	-1.26608443e-04
0.055604        	-1.26608507e-04
0.055608        	-1.26608574e-04
0.055612        	-1.26608642e-04
0.055616        	-1.26608711e-04
0.05562         	-1.26608782e-04
0.055624        	-1.26608854e-04
0.055628        	-1.26608928e-04
0.055632        	-1.26609004e-04
0.055636        	-1.26609082e-04
0.05564         	-1.26609160e-04
0.055644        	-1.26609238e-04
0.055648        	-1.26609315e-04
0.055652        	-1.26609392e-04
0.055656        	-1.26609470e-04
0.05566         	-1.26609548e-04
0.055664        	-1.26609628e-04
0.055668        	-1.26609709e-04
0.055672        	-1.26609792e-04
0.055676        	-1.26609878e-04
0.05568         	-1.26609967e-04
0.055684        	-1.26610062e-04
0.055688        	-1.26610161e-04
0.055692        	-1.26610265e-04
0.055696        	-1.26610373e-04
0.0557          	-1.26610486e-04
